id;date;incomplete;total;percentage;length_incomplete;length_total;length_percentage
10001;ES-CC;ES-EX;Abadía;2018-11-01;3;46;0.93;308.53;3983.74;0.92
10002;ES-CC;ES-EX;Abertura;2018-11-01;8;96;0.92;744.64;6888.92;0.89
10003;ES-CC;ES-EX;Acebo;2018-11-01;6;88;0.93;306.17;6696.90;0.95
10004;ES-CC;ES-EX;Acehúche;2018-11-01;11;80;0.86;1169.95;9805.02;0.88
10005;ES-CC;ES-EX;Aceituna;2018-11-01;7;60;0.88;647.10;4761.08;0.86
10006;ES-CC;ES-EX;Ahigal;2018-11-01;72;73;0.01;10715.81;11025.58;0.03
10007;ES-CC;ES-EX;Albalá;2018-11-01;6;107;0.94;852.54;12995.35;0.93
10009;ES-CC;ES-EX;Alcollarín;2018-11-01;8;79;0.90;712.66;7182.47;0.90
10010;ES-CC;ES-EX;Alcuéscar;2018-11-01;57;134;0.57;5637.60;17996.99;0.69
10011;ES-CC;ES-EX;Aldeacentenera;2018-11-01;77;80;0.04;11144.14;11658.41;0.04
10012;ES-CC;ES-EX;Aldea del Cano;2018-11-01;22;44;0.50;2436;6373.20;0.62
10013;ES-CC;ES-EX;La Aldea del Obispo;2018-11-01;6;49;0.88;205.22;5191.76;0.96
10014;ES-CC;ES-EX;Aldeanueva de la Vera;2018-11-01;42;128;0.67;3468.80;12181.88;0.72
10015;ES-CC;ES-EX;Aldeanueva del Camino;2018-11-01;40;42;0.05;5621.73;5749.53;0.02
10016;ES-CC;ES-EX;Aldehuela de Jerte;2018-11-01;0;29;1;0;2506.54;1
10018;ES-CC;ES-EX;Aliseda;2018-11-01;10;110;0.91;1216.18;14677.93;0.92
10019;ES-CC;ES-EX;Almaraz;2018-11-01;60;86;0.30;7697.82;10814.36;0.29
10020;ES-CC;ES-EX;Almoharín;2018-11-01;87;87;0;15219.62;15219.62;0
10021;ES-CC;ES-EX;Arroyo de la Luz;2018-11-01;85;179;0.53;13410.98;30136.34;0.55
10022;ES-CC;ES-EX;Arroyomolinos de la Vera;2018-11-01;4;78;0.95;233.11;4069.23;0.94
10023;ES-CC;ES-EX;Arroyomolinos;2018-11-01;30;37;0.19;5903.89;6941.37;0.15
10024;ES-CC;ES-EX;Baños de Montemayor;2018-11-01;2;115;0.98;69.22;10435.56;0.99
10025;ES-CC;ES-EX;Barrado;2018-11-01;12;58;0.79;1306.05;5080.24;0.74
10026;ES-CC;ES-EX;Belvís de Monroy;2018-11-01;19;104;0.82;2545.12;9344.89;0.73
10027;ES-CC;ES-EX;Benquerencia;2018-11-01;26;42;0.38;2315.18;3377.02;0.31
10028;ES-CC;ES-EX;Berrocalejo;2018-11-01;20;49;0.59;2661.99;4323.70;0.38
10029;ES-CC;ES-EX;Berzocana;2018-11-01;5;80;0.94;482.28;5544.73;0.91
10030;ES-CC;ES-EX;Bohonal de Ibor;2018-11-01;28;77;0.64;1942.39;7411.68;0.74
10031;ES-CC;ES-EX;Botija;2018-11-01;7;100;0.93;543.76;8138.13;0.93
10032;ES-CC;ES-EX;Brozas;2018-11-01;95;105;0.10;19167.55;20777.39;0.08
10033;ES-CC;ES-EX;Cabañas del Castillo;2018-11-01;21;141;0.85;1292.91;9184.39;0.86
10034;ES-CC;ES-EX;Cabezabellosa;2018-11-01;1;83;0.99;65.88;5040.51;0.99
10035;ES-CC;ES-EX;Cabezuela del Valle;2018-11-01;19;165;0.88;3253.85;13708.51;0.76
10036;ES-CC;ES-EX;Cabrero;2018-11-01;8;93;0.91;456.95;4679.69;0.90
10038;ES-CC;ES-EX;Cachorrilla;2018-11-01;2;42;0.95;174.44;2770.78;0.94
10039;ES-CC;ES-EX;Cadalso;2018-11-01;9;63;0.86;420.08;4686.04;0.91
10040;ES-CC;ES-EX;Calzadilla;2018-11-01;8;84;0.90;1987.07;10293.35;0.81
10041;ES-CC;ES-EX;Caminomorisco;2018-11-01;11;189;0.94;3514.50;15588.83;0.77
10042;ES-CC;ES-EX;Campillo de Deleitosa;2018-11-01;4;35;0.89;270.15;2749.99;0.90
10043;ES-CC;ES-EX;Campo Lugar;2018-11-01;12;84;0.86;1397.48;13974.65;0.90
10044;ES-CC;ES-EX;Cañamero;2018-11-01;22;140;0.84;2083.40;15508.60;0.87
10045;ES-CC;ES-EX;Cañaveral;2018-11-01;35;83;0.58;5265.79;13077.09;0.60
10046;ES-CC;ES-EX;Carbajo;2018-11-01;7;37;0.81;623.62;3690.34;0.83
10047;ES-CC;ES-EX;Carcaboso;2018-11-01;5;102;0.95;501.32;9530.80;0.95
10048;ES-CC;ES-EX;Carrascalejo;2018-11-01;8;71;0.89;519.02;6485.25;0.92
10049;ES-CC;ES-EX;Casar de Cáceres;2018-11-01;59;220;0.73;12591.36;39653.90;0.68
10050;ES-CC;ES-EX;Casar de Palomero;2018-11-01;33;163;0.80;2529.65;11409.88;0.78
10051;ES-CC;ES-EX;Casares de las Hurdes;2018-11-01;33;92;0.64;2163.11;7270.72;0.70
10052;ES-CC;ES-EX;Casas de Don Antonio;2018-11-01;10;25;0.60;1387.74;2842.46;0.51
10053;ES-CC;ES-EX;Casas de Don Gómez;2018-11-01;35;35;0;5612.68;5612.68;0
10054;ES-CC;ES-EX;Casas del Castañar;2018-11-01;42;54;0.22;4688.41;5967.01;0.21
10055;ES-CC;ES-EX;Casas del Monte;2018-11-01;14;46;0.70;1097.76;4126.33;0.73
10056;ES-CC;ES-EX;Casas de Millán;2018-11-01;34;42;0.19;4885.73;6412.49;0.24
10057;ES-CC;ES-EX;Casas de Miravete;2018-11-01;33;45;0.27;2645.20;4026.07;0.34
10058;ES-CC;ES-EX;Casatejada;2018-11-01;90;155;0.42;8594.82;14805.00;0.42
10059;ES-CC;ES-EX;Casillas de Coria;2018-11-01;26;26;0;5280.13;5280.13;0
10060;ES-CC;ES-EX;Castañar de Ibor;2018-11-01;29;145;0.80;2583.54;12592.28;0.79
10061;ES-CC;ES-EX;Ceclavín;2018-11-01;26;100;0.74;1842.16;11999.77;0.85
10062;ES-CC;ES-EX;Cedillo;2018-11-01;33;35;0.06;5652.47;6336.66;0.11
10063;ES-CC;ES-EX;Cerezo;2018-11-01;36;36;0;3221.36;3221.36;0
10064;ES-CC;ES-EX;Cilleros;2018-11-01;48;58;0.17;5541.42;8548.32;0.35
10065;ES-CC;ES-EX;Collado de la Vera;2018-11-01;27;33;0.18;3450.94;4391.50;0.21
10066;ES-CC;ES-EX;Conquista de la Sierra;2018-11-01;12;12;0;2184.17;2184.17;0
10067;ES-CC;ES-EX;Coria;2018-11-01;172;437;0.61;21327.07;57447.66;0.63
10068;ES-CC;ES-EX;Cuacos de Yuste;2018-11-01;24;63;0.62;3145.82;6638.57;0.53
10069;ES-CC;ES-EX;La Cumbre;2018-11-01;46;48;0.04;6861.73;7189.60;0.05
10070;ES-CC;ES-EX;Deleitosa;2018-11-01;53;54;0.02;8512.09;8618.66;0.01
10071;ES-CC;ES-EX;Descargamaría;2018-11-01;28;41;0.32;1461.98;3053.65;0.52
10072;ES-CC;ES-EX;Eljas;2018-11-01;13;34;0.62;836.19;3950.01;0.79
10073;ES-CC;ES-EX;Escurial;2018-11-01;90;90;0;11739.00;11739.00;0
10075;ES-CC;ES-EX;Fresnedoso de Ibor;2018-11-01;25;51;0.51;2280.85;4690.24;0.51
10076;ES-CC;ES-EX;Galisteo;2018-11-01;41;44;0.07;4849.91;5634.30;0.14
10077;ES-CC;ES-EX;Garciaz;2018-11-01;8;10;0.20;1922.93;2341.59;0.18
10078;ES-CC;ES-EX;La Garganta;2018-11-01;25;29;0.14;2809.35;3345.10;0.16
10079;ES-CC;ES-EX;Garganta la Olla;2018-11-01;31;66;0.53;2551.34;4863.40;0.48
10080;ES-CC;ES-EX;Gargantilla;2018-11-01;5;39;0.87;150.91;3014.54;0.95
10081;ES-CC;ES-EX;Gargüera de la Vera;2018-11-01;23;41;0.44;1395.97;3365.13;0.59
10082;ES-CC;ES-EX;Garrovillas de Alconétar;2018-11-01;118;171;0.31;13427.44;21032.65;0.36
10083;ES-CC;ES-EX;Garvín;2018-11-01;38;38;0;2895.94;2895.94;0
10084;ES-CC;ES-EX;Gata;2018-11-01;24;157;0.85;1436.38;20136.30;0.93
10085;ES-CC;ES-EX;El Gordo;2018-11-01;43;46;0.07;8406.31;8723.32;0.04
10086;ES-CC;ES-EX;La Granja;2018-11-01;40;40;0;4600.99;4600.99;0
10087;ES-CC;ES-EX;Guadalupe;2018-11-01;25;125;0.80;1424.76;12353.62;0.88
10088;ES-CC;ES-EX;Guijo de Coria;2018-11-01;48;48;0;5205.33;5205.33;0
10089;ES-CC;ES-EX;Guijo de Galisteo;2018-11-01;93;111;0.16;12605.75;16273.46;0.23
10090;ES-CC;ES-EX;Guijo de Granadilla;2018-11-01;42;94;0.55;4866.82;10325.66;0.53
10091;ES-CC;ES-EX;Guijo de Santa Bárbara;2018-11-01;14;22;0.36;1872.30;3655.90;0.49
10092;ES-CC;ES-EX;Herguijuela;2018-11-01;6;8;0.25;975.66;1247.67;0.22
10093;ES-CC;ES-EX;Hernán-Pérez;2018-11-01;23;52;0.56;2800.53;6824.99;0.59
10094;ES-CC;ES-EX;Herrera de Alcántara;2018-11-01;28;30;0.07;3089.11;3608.39;0.14
10095;ES-CC;ES-EX;Herreruela;2018-11-01;32;32;0;5271.36;5271.36;0
10096;ES-CC;ES-EX;Hervás;2018-11-01;72;167;0.57;6207.33;17485.44;0.65
10097;ES-CC;ES-EX;Higuera;2018-11-01;9;37;0.76;600.34;3016.88;0.80
10098;ES-CC;ES-EX;Hinojal;2018-11-01;20;51;0.61;1520.89;8188.73;0.81
10099;ES-CC;ES-EX;Holguera;2018-11-01;40;37;-0.08;7737.50;7195.66;-0.08
10100;ES-CC;ES-EX;Hoyos;2018-11-01;22;42;0.48;1601.68;3567.65;0.55
10101;ES-CC;ES-EX;Huélaga;2018-11-01;8;21;0.62;808.26;2695.05;0.70
10102;ES-CC;ES-EX;Ibahernando;2018-11-01;29;29;0;9373.64;9373.64;0
10103;ES-CC;ES-EX;Jaraicejo;2018-11-01;42;139;0.70;3286.33;11045.06;0.70
10104;ES-CC;ES-EX;Jaraíz de la Vera;2018-11-01;141;189;0.25;20404.72;24765.31;0.18
10105;ES-CC;ES-EX;Jarandilla de la Vera;2018-11-01;18;143;0.87;2099.01;16763.24;0.87
