38049,ES-TF,ES-CN,Valle Gran Rey,2020-12-01,25,135,0.81,2695.59,18627.81,0.86
38017,ES-TF,ES-CN,Granadilla de Abona,2020-12-01,325,1067,0.70,41064.06,159915.82,0.74
38030,ES-TF,ES-CN,Puntallana,2020-12-01,56,85,0.34,7278.81,12970.38,0.44
38014,ES-TF,ES-CN,Fuencaliente de la Palma,2020-12-01,65,122,0.47,5911.41,15118.16,0.61
38046,ES-TF,ES-CN,Tegueste,2020-12-01,63,278,0.77,4803.85,43188.33,0.89
38051,ES-TF,ES-CN,La Victoria de Acentejo,2020-12-01,18,101,0.82,1656.34,25075.66,0.93
38053,ES-TF,ES-CN,Villa de Mazo,2020-12-01,120,151,0.21,24336.65,31357.94,0.22
38031,ES-TF,ES-CN,Los Realejos,2020-12-01,198,675,0.71,27746.68,100256.43,0.72
38001,ES-TF,ES-CN,Adeje,2020-12-01,475,1160,0.59,44599.39,155144.20,0.71
38045,ES-TF,ES-CN,Tazacorte,2020-12-01,40,105,0.62,3027.23,9485.19,0.68
38036,ES-TF,ES-CN,San Sebastián de la Gomera,2020-12-01,120,206,0.42,19421.01,32349.51,0.40
38035,ES-TF,ES-CN,San Miguel de Abona,2020-12-01,238,485,0.51,36926.94,92012.23,0.60
38028,ES-TF,ES-CN,Puerto de la Cruz,2020-12-01,110,678,0.84,7150.41,73601.28,0.90
38034,ES-TF,ES-CN,San Juan de la Rambla,2020-12-01,50,149,0.66,7440.92,22131.02,0.66
38003,ES-TF,ES-CN,Alajeró,2020-12-01,106,131,0.19,11373.11,15530.17,0.27
38050,ES-TF,ES-CN,Vallehermoso,2020-12-01,74,87,0.15,15148.27,19577.85,0.23
38009,ES-TF,ES-CN,Breña Baja,2020-12-01,56,157,0.64,8124.20,30771.98,0.74
38011,ES-TF,ES-CN,Candelaria,2020-12-01,155,522,0.70,18103.29,72400.92,0.75
38008,ES-TF,ES-CN,Breña Alta,2020-12-01,119,258,0.54,16215.59,42652.01,0.62
38023,ES-TF,ES-CN,San Cristóbal de La Laguna,2020-12-01,635,2975,0.79,57857.89,403151.88,0.86
38006,ES-TF,ES-CN,Arona,2020-12-01,497,1686,0.71,54658.70,226135.93,0.76
38004,ES-TF,ES-CN,Arafo,2020-12-01,55,210,0.74,5496.61,28352.32,0.81
38022,ES-TF,ES-CN,Icod de los Vinos,2020-12-01,406,705,0.42,55546.59,104820.43,0.47
38025,ES-TF,ES-CN,La Matanza de Acentejo,2020-12-01,65,144,0.55,7000.94,27543.94,0.75
38027,ES-TF,ES-CN,El Paso,2020-12-01,88,213,0.59,13249.99,53117.71,0.75
38041,ES-TF,ES-CN,El Sauzal,2020-12-01,54,199,0.73,7056.41,38756.89,0.82
38002,ES-TF,ES-CN,Agulo,2020-12-01,12,29,0.59,6157.29,7658.25,0.20
38048,ES-TF,ES-CN,Valverde,2020-12-01,84,297,0.72,10269.77,43061.69,0.76
38033,ES-TF,ES-CN,San Andrés y Sauces,2020-12-01,31,84,0.63,7074.68,18040.96,0.61
38016,ES-TF,ES-CN,Garafía,2020-12-01,35,57,0.39,12480.56,14387.48,0.13
38021,ES-TF,ES-CN,Hermigua,2020-12-01,25,29,0.14,6423.55,7030.33,0.09
38024,ES-TF,ES-CN,Los Llanos de Aridane,2020-12-01,139,430,0.68,17282.52,70889.16,0.76
38043,ES-TF,ES-CN,Tacoronte,2020-12-01,154,440,0.65,17840.79,92593.83,0.81
38032,ES-TF,ES-CN,El Rosario,2020-12-01,52,329,0.84,5534.20,58821.65,0.91
38052,ES-TF,ES-CN,Vilaflor,2020-12-01,34,77,0.56,3307.34,8898.74,0.63
38039,ES-TF,ES-CN,Santa Úrsula,2020-12-01,61,462,0.87,3950.75,57667.79,0.93
38007,ES-TF,ES-CN,Barlovento,2020-12-01,33,52,0.37,7971.30,12331.98,0.35
38010,ES-TF,ES-CN,Buenavista del Norte,2020-12-01,97,220,0.56,8091.67,25215.13,0.68
38029,ES-TF,ES-CN,Puntagorda,2020-12-01,20,79,0.75,5283.10,24152.03,0.78
38038,ES-TF,ES-CN,Santa Cruz de Tenerife,2020-12-01,468,3013,0.84,29832.94,369530.18,0.92
38018,ES-TF,ES-CN,La Guancha,2020-12-01,67,194,0.65,6407.50,24629.10,0.74
38026,ES-TF,ES-CN,La Orotava,2020-12-01,489,1018,0.52,59932.66,153641.45,0.61
38901,ES-TF,ES-CN,El Pinar de El Hierro,2020-12-01,22,98,0.78,7492.57,18473.44,0.59
38015,ES-TF,ES-CN,Garachico,2020-12-01,46,210,0.78,5220.35,24981.13,0.79
38037,ES-TF,ES-CN,Santa Cruz de la Palma,2020-12-01,80,286,0.72,5952.17,26810.37,0.78
38042,ES-TF,ES-CN,Los Silos,2020-12-01,16,195,0.92,594.29,21201.01,0.97
38040,ES-TF,ES-CN,Santiago del Teide,2020-12-01,55,274,0.80,3529.51,31966.95,0.89
38005,ES-TF,ES-CN,Arico,2020-12-01,133,435,0.69,15216.26,59487.48,0.74
